label	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
sample_id	CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS74726977ST-3-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS51667829ST-4-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS44676181ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS08668806ST-3-0	CCIS50369211ST-20-0	CCIS87167916ST-4-0	CCIS94496512ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS24898163ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS25399172ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS83445808ST-4-0	CCIS37250421ST-4-0	CCIS35092938ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS48507077ST-4-0	CCIS32105356ST-4-0	CCIS81710917ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS44743950ST-4-0	CCIS10793554ST-4-0	CCIS59132091ST-4-0	CCIS96387239ST-4-0	CCIS82146115ST-4-0	CCIS31434951ST-20-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS41806458ST-4-0	CCIS53557295ST-4-0	CCIS47284573ST-4-0	CCIS76563044ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS55531770ST-4-0	CCIS70398272ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS59903910ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS22906510ST-20-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS48579360ST-4-0	CCIS46467422ST-4-0	CCIS54027808ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
unclassified Fusobacterium [c:1482]	0	0	1.5541205518403e-06	0	0	0	0	0	0	0	0	0	0	0	0	6.79916659197433e-07	0	0	0	0	5.65813689219197e-06	0	0	0	6.11865288439595e-06	0	0	0	0	0	0.00283463663661979	2.3727547827452e-06	1.07525476013043e-05	0	2.63810757639357e-05	0	2.29234975287201e-05	0	6.32717365758027e-05	0	6.04977268581804e-06	3.85863461619497e-05	1.26708329438194e-06	4.94723905108844e-05	3.09291200521485e-05	0	5.12974352022583e-05	3.01132420394986e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000549433423093669	0	0	0	0	4.7566054335077e-06	0	0	0	0.000184324235333386	1.06066714774136e-05	0	0	1.26026237851957e-05	0	0	0	0	0	0	0	3.43314768086248e-06	0	8.09805670463837e-06	0	0	0	0.00015388347512343	0	6.51149757356404e-06	0	0	0	0.001615498708357	9.04463269112845e-06	1.17124168975605e-05	0	0	0	0	0	1.33821445944419e-06	8.2176218649943e-05	0	0	0	1.37052548957455e-05	0	0	0	0	0	0	0	3.07068731372379e-06	0	0	0	0	0	3.98327129544693e-06	5.76776607534854e-06	0	6.3095189743508e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Fusobacterium [c:1481]	0	0	1.10321681897321e-05	0	0	0	0	0	0	1.70784379526507e-05	0	0	0	0	0	3.2701701830514e-05	0	0	2.39639951601953e-05	0	0	0	0	6.23342918197702e-05	0.000112420034906195	0	2.5569184934896e-05	0	0	0	0.0010362660493719	0	9.25329144918211e-05	0	4.00286241260219e-05	0	1.68729978494418e-05	0	8.15143019647356e-05	0	6.06210023918343e-06	1.15307119579749e-05	0	0.000616998918562682	0.000490257294038082	0	0.000233536980509333	0.0012954894493926	3.45632948958853e-05	0	0	0	0	0	3.92882438839837e-05	0	1.95206682028821e-05	1.92313359860463e-05	0	0	0	0.00020614737651383	0	0	0	0	0	0	0	0	0.000758128050169476	0	0	0	0	0	0	2.3400077043452e-05	0	0	0	0	4.19596144862899e-05	0	0	0	0	0	0.000696354836764378	0	1.29729730420143e-05	2.77137193095515e-05	2.14089367127868e-05	2.46519078317174e-06	0.00120727839920697	1.15880603300506e-05	0	0	0.0002505617978671	0	0	0	1.80321214134009e-06	6.68289415095504e-05	0	0	0	0.000480792961702688	0	0	0	1.06821718971649e-05	2.21815638396457e-05	0	1.53645575028813e-05	1.72985945054619e-05	0	1.1956918903555e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.87662647948134e-06	0	0	0	0	7.30800210755117e-06	0	0	0	0	1.48436042145384e-05
Pseudoflavonifractor capillosus [h:1579]	7.6609414998355e-05	4.43931306616114e-05	9.82971231373824e-05	5.27684852296743e-05	0.00017012506672506	7.93483917898465e-05	1.76403931132701e-05	1.63327678530269e-05	8.88227455955084e-05	6.59448955515545e-05	2.08401134620814e-05	2.11844411006037e-05	7.50534981535869e-05	0.000195463428441724	5.32981499484705e-05	0.000344474846921221	7.10500824955767e-05	8.2975151916637e-05	5.86330292903401e-06	1.13771903314586e-05	5.72623454047216e-05	2.58407368450689e-05	0.000234345301119877	0.000314207572469966	4.99928032823823e-05	0.000227835904894768	0.000259499198592389	0	0.000314939334404573	1.503832794742e-05	4.66142963832683e-05	3.9091721579296e-05	9.87058679569111e-05	0.00147584311931991	9.1103110487111e-05	0.000147392065372914	2.26515429763752e-05	1.15179203065149e-05	5.89923375208633e-05	8.35774663348411e-05	0.000117168347568595	3.25753241620698e-05	5.32015400911063e-05	0.000428946081047767	7.64296433131534e-05	0.000115833191356587	0.000112996914160593	0.00018706403360736	7.01010422966574e-05	5.53812365800791e-05	6.3799587831922e-05	0.000136133000354073	6.17231626931915e-05	0.000178381029459916	5.38123660310414e-05	0.000209299182986698	2.22771153490003e-05	0.000118957548268728	1.26359684809328e-05	3.42545855259852e-05	3.86692764212826e-05	9.78044424188733e-05	0.000116073295233954	0.000124519206801603	6.54561031507415e-05	5.16461220841993e-05	1.5830439964022e-05	3.29671801726148e-05	6.66446043742237e-05	7.33045378813375e-05	3.59624321419313e-05	0.000215638733039699	3.44381473729032e-05	7.30173437436353e-05	5.3167269170099e-05	6.43090654137725e-05	0	1.62655228666987e-05	2.68995894497055e-05	9.22098063830391e-05	6.88811837209018e-05	0.000115754405496125	0.000116105229452158	0	4.61809474180862e-05	0.000118220265989865	0.000146713159371	0.000131076150129597	0.000281091729276642	8.88824414720173e-05	4.44679582612758e-05	0.000162745835614715	6.62094366442605e-05	1.97632381074662e-05	3.52947627071098e-05	6.95989534153821e-05	0.00174714790074658	8.14062278199755e-05	0.000129394515084175	8.90127266742672e-05	0.000356575986403417	2.59304713552482e-05	0.000156530050159362	7.16410929932227e-05	8.35264706041239e-05	4.62668910962339e-05	4.0058539184005e-05	0.00248466944507121	0.000131120973682786	9.08672885655847e-05	3.57976742951547e-05	6.57454204243944e-05	4.77126698464433e-05	1.82968918660264e-05	8.74800559230596e-05	3.44165400679799e-05	3.27686804618286e-06	3.44893668964256e-05	1.77974179917022e-05	1.89587824878624e-05	3.03143439359526e-05	3.00009141821295e-05	9.82007113844737e-05	0.000289700337510486	0.000367136225202101	2.53937193806678e-05	3.86385607199787e-06	2.8826428518342e-05	2.86060686474913e-05	2.75080551841823e-05	3.53203857844887e-06	7.49098582300702e-05	1.504233774455e-05	1.55772836920416e-05	5.40766695455248e-05	3.47617744510453e-05	0.000174215277370214	7.54228024165098e-05	7.17029844287022e-05	7.23225224516863e-05	2.25493014071401e-05
Porphyromonas asaccharolytica [h:1056]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44305033112944e-05	0	0	0	0	0	0	0	1.288970725323e-05	0	0	0	0	0.000365810499030456	0	0.0044230361783963	0.00147241239559417	0	0	0	0	0	0	2.41013768280664e-06	0	0	0.00264737319613275	0	0	0	0	0	0	2.60377173917577e-06	0	0	1.93433046801978e-06	0	0	0	0	1.13294914447979e-05	4.13475635436641e-06	0	0	0	1.04618029186283e-05	0	0	0	0	0	0	0	0	0.000831203600664076	0	0	0	0	0	1.16530468866857e-05	0	0	0	0	4.99276970730248e-05	0.00224095276329851	0	6.27674031209697e-05	2.87191733949316e-05	0	4.58661437985482e-05	0	0	0	7.09166477053279e-06	0	0	6.20682321896615e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40553541764332e-06	0.000159100372681024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53832219746598e-05
Prevotella nigrescens [h:1069]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88469664803373e-05	0	0	0	0	0	1.80014105014895e-05	0	0	0	0	0.000573769360464845	0.0019226436483866	0	0	0	0	0	0	0	0	0	0	0	1.50720116600653e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00973162516367436	0	0	0	0	0	0	0	0	0	1.89977785535931e-05	0	3.53002697594986e-05	0	0	0	0	0	0	0	0	0.000501258243055376	0	0	0.00315792819893914	0	0	0	0.000300557463375762	0	0	0	0	0.000668465832003528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus stomatis [h:1530]	0	1.67863315203473e-05	1.25911955291395e-05	0	0	7.11805339626135e-06	4.46682195209911e-06	0	1.29838323482205e-05	0	0	0	0	1.28853480393459e-05	0	0.000109247092754933	0	3.77432800512965e-05	1.26128592338085e-05	0	5.47347618064301e-06	0	0	4.39655874170578e-05	0.000263570445283696	0	0	0	0	0	0.00471431363840156	1.15073153270782e-05	0.000406915604022491	0	0	0	1.58560421725144e-05	3.91481036701692e-05	6.93258346091417e-06	0	0	0.000502850119988887	1.00025655608723e-05	0.0020274150025518	0	0	0.000587749611357421	0.00204582056689921	0	0.000200158720325815	2.23039948438473e-05	0	1.09034339708383e-05	1.40437774566376e-05	3.49222904664635e-05	9.09945564018659e-05	9.23163312644015e-05	0	9.31647935973243e-06	0	0	0.000901272659818891	0	5.28687405517446e-06	5.84657328748157e-06	0	3.43549094670483e-05	0	3.47939641329224e-05	0	0.00843800570900573	0.00389509391706809	1.80602397323207e-06	1.48766051610587e-05	1.14328248549562e-05	6.6258341365325e-06	0	6.14096403019088e-06	0	5.62550460181156e-06	2.18190191767504e-05	0.000826556990997071	0.00132843213634639	0	8.13609020691837e-06	7.75352005833282e-06	0	0	0.0334906388047277	1.26850050242138e-05	0	0.00029574640660809	3.64972673187254e-05	0	0.00350845412784929	0	1.12516343883813e-05	2.5687053424851e-05	0	0	0	0	0.00029858096588924	0.00245497598978576	0	0	3.15477059508915e-05	0	0	8.11033148558324e-06	0	0	0	0	0	0	0	1.75993069651376e-05	2.08438827029946e-05	4.94064512323833e-05	3.04960285354556e-06	7.86690242559831e-06	5.51718929693657e-05	2.31424456963892e-05	6.23491643701593e-06	0	1.7446429222748e-05	2.69764472468167e-05	3.31073700469094e-06	1.3610486622945e-05	3.90136908191098e-05	4.60367407143928e-05	0	1.20050232454738e-05	1.05589652949071e-05	0	3.43711817567833e-05	1.06154250446007e-05	0	0	1.16760515333492e-05
unnamed Ruminococcus sp. SR1/5 [u:1621]	0.000617215885517667	0.00860875149060311	0.0020911003580123	0.00335326323833165	0.000292844072251162	0.000475412294709999	0.00128570371873725	0.00218926770773527	0.00188744215222949	0.00521572886926478	0.00601607108738482	0.0187153958937455	0.00147384311484538	2.79448635961112e-05	0.00560749156612882	0.00403131852823394	0.00834135980006291	3.35218479005261e-06	0.00291898365100889	0.00277160792935384	0.0136882427904182	0.000505474393173864	0.00561934323716197	0.000179395322081954	0.000269395896993959	0	0.000623775947245767	0.105351507697744	4.82444621625884e-05	0.0142353360589334	0.000207636946762673	0.000185645640284333	0.000326241085162226	0.00368747736245635	0.00118859661489794	0.00395079516393322	0.00350701523183092	0.0114193329818331	0.00289756829291843	0.000773550829640772	0.0006737664712862	0.00422143750191742	0.006869903241437	0.000698570934501289	0.00259783472118165	0.000475054917976681	0.000410182286392648	0.00278005723675991	5.76893721943643e-05	0.000816263926389427	0.00068809410867319	0.00195255864873958	0.00259879163388604	0.00446879537544259	0.000427690763164549	0.00334904120327171	0.000859703138360661	0.00105195893639769	0.00161756529107984	0.00104499671707483	0.000434738327107689	0.000309910305725952	0.0108656588225314	0.0100941687978247	0.0206225693930363	0.00544887893749689	0.0194447371437604	0.00166187850258087	0.0328153811579135	0.000775824243301616	0.00200883751677541	0.000910600145605271	0.000750729013663365	0.014321145286188	0.00119117257052913	0.00422091594163168	0.00120103103605312	0.00409242353671744	0.0223499601435178	0.0100658463582488	0.0241063852295944	0.00791740443494532	0.0012360005911596	0.0177104836850789	0.00237588505077765	2.06601291551159e-06	0.000434666463379073	0.000704350498828009	0.000338077580214553	0.00131385557572873	0.00104409416615322	0.00202607796549814	0.000500641456314674	0.00458358623176724	0.00210215910813658	0.0202035739125121	0.027278901190954	0.00130621008646353	0.00892959672287212	0.000455490123572504	7.9895106349019e-05	0.00107747131947577	0.0132186818997453	0.0012039644369488	0.00157068657550968	0.000334555649145413	0.00503512718249217	5.1473184176506e-06	0.00105636149121698	2.75641921708592e-05	0.00244007519611037	0.00696197353852012	0.0130384567270458	0.00738234505640102	0.00327981947320734	0.000820523193786849	0.0103783126664759	0.0045513019814026	0.00511135401902814	0.00541844658795753	0.00297720603329363	0.0089823572276002	7.1016579655604e-05	0.0108998491718941	0.00439749451160278	0.000541744879438069	0.00761720871631142	0.00237006968606357	0.0128595192511571	0.00122729073374324	0.00202767922842081	0.00854918267633298	0.00262564344923009	0.00438685142428472	0.0039645341622351	0.00054827197624361	0.00505525447627797	0.00509617195183589	0.0114219493402879	0.00888029466360364	0.00729495558906935
Eubacterium rectale [h:1630]	0.0332408593634935	0.000464712343218566	6.48327530764503e-05	0.00560020685365811	0.0176885453199144	0.0333042708115329	0.0204777159084041	0.000776688146446508	0.0382411714713061	0.000809151667196682	0.0584584157861564	6.39806570979278e-05	0.0171982932437746	6.65411593235436e-05	0.0419795198758292	0.000442763344952707	0.0132617346157758	2.15698741087092e-05	0.0422330579420143	0.0070911234241631	0.0418481947344584	0.0349710682668853	0.0355757950568815	0.00118295951470585	0.00141753347692423	8.46234937676801e-06	0.0483589051010528	0.00324063939204737	0.000963211697541353	0.186009812323984	0.0258059163168802	4.71736641165858e-05	0.0609508583577178	0.00976469303841346	0.00904165471512822	0.0577958934230259	0.000268061146339012	0.015963057085649	0.0015870840415073	0.000738630623775915	0.00373391220947059	0.035723641210192	0.0176851335117337	0.00786250183408885	0.00437070337957901	0.000209802670507715	0.0145806679634286	0.0465547648065638	0.00552725967658175	3.4453688826991e-05	0.00994347947586996	0.083194552066725	0.0447871164235224	7.65309476336226e-06	0.00122923697852483	7.50359873937979e-05	0.002429610870748	0.00208746901886523	0.0407627116093525	1.08147534523877e-05	0.00034681900013146	0.00254697930362881	5.60260401428948e-05	0.0475462720131008	0.00212324717473028	0.0476359523535974	0.000965231472251213	0.0177306132176347	0.0854543140526021	0.0389944606471035	0.000554859534405319	0.00033683131021091	0.00011461735777683	0.115186881205888	0.00618085129415998	0.00484259253838983	0	0.0277209044349808	0.000649912748004353	0.0678914532377395	0.026675801809036	0.022227881731822	2.07584650233295e-05	0.0869050899200511	0.0103852756108788	3.88599081766111e-05	0.00745214511810957	0.000290946286343662	0.000470697231690537	0.000153284412257559	0.00699489620364693	0.0229752172056565	0.0475844867529933	0.00409754046899534	0.000198076056622375	0.00122602104000864	3.44071393418407e-05	0.0708971404268481	0.00838028702872334	0.00302291964227917	0.000193823229615544	0.0329771994493533	0.0265481995044096	0.0382257218821506	0.0178071210047359	0.0198437483585918	0.046087821854735	0.00379407371576679	0.0197507108471782	0.132833142099461	0.0496088821677655	0.0617992962466629	3.05646962897001e-05	0.000141158749423008	0.00415869835553086	0.0102507184996891	0.00843043176426715	0.0161050006460013	0.00641005173103964	0.0257558394646774	0.0385314658521581	0.0527654675279395	0.000212626639154011	0.0510230726278965	0.0502603458733677	0.0072324019638902	0.106082251635585	0.00415700603520335	0.0437697561053138	0.0017706983947304	0.0038548152037678	0.0369979673878201	0.0112387945220403	0.00942241723374757	2.37583107176978e-05	0.057946752388695	6.38005938498357e-05	0.0175389917253683	5.75896316417556e-06	0.0040716853723521	0.013874766548782
