label	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	cancer	healthy	healthy	cancer	healthy	healthy	healthy	healthy	cancer	cancer	cancer	healthy	healthy	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	cancer	healthy	cancer	cancer	healthy	cancer	cancer	cancer	cancer	healthy	healthy	healthy	cancer	cancer	cancer	cancer	healthy	healthy	healthy	healthy	cancer	cancer	healthy	healthy	healthy	cancer	healthy	cancer	healthy	cancer	cancer	healthy	healthy	cancer	healthy	healthy	healthy	healthy	healthy	healthy	cancer	cancer	healthy	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	healthy	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	healthy	cancer	healthy	cancer	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy
age	52	37	66	54	65	57	53	53	68	59	63	72	55	64	59	72	48	64	62	59	29	25	63	58	87	63	63	53	79	64	70	63	50	59	76	73	59	50	85	73	48	76	44	59	63	60	80	44	78	63	66	59	62	87	56	73	60	72	53	49	46	72	55	35	66	64	80	66	51	66	64	51	59	45	67	68	65	67	52	60	49	45	79	38	64	69	69	75	69	68	65	62	45	55	73	82	74	76	81	74	65	77	53	67	52	54	52	56	56	70	80	74	62	63	69	61	68	63	62	65	70	66	63	67	61	71	63	84	62	61	61	67	63	67	77	67	62	72	64	66	74
gender	1	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	2	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	2
bmi	20	18	24	26	30	24	30	32	26	25	26	24	20	20	25	37	21	27	21	25	24	24	23	24	32	22	26	33	30	28	26	31	24	31	NA	24	27	25	20	26	24	25	26	20	25	27	29	20	19	29	29	21	21	15	23	17	26	32	30	20	29	22	25	23	22	26	23	20	24	24	21	30	NA	24	25	36	30	25	24	28	23	28	22	22	30	24	30	37	25	23	26	26	24	24	40	24	19	34	39	26	24	23	25	28	23	22	33	NA	NA	22	21	27	21	27	25	24	25	21	24	24	25	28	25	27	23	23	NA	23	23	23	34	23	22	21	22	28	20	25	30	25	27
diagnosis	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	5	0	0	0	0	5	5	5	1	1	5	1	5	5	5	1	5	5	5	0	5	5	5	5	0	5	5	1	5	5	5	5	1	1	1	5	5	5	5	1	1	1	0	5	5	0	1	1	5	1	5	1	5	5	1	1	5	1	0	0	0	0	0	5	5	0	5	5	5	5	5	5	5	5	1	1	5	5	5	1	5	5	5	1	5	5	1	5	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crc_stage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	2	4	0	0	4	0	3	1	1	0	1	3	1	0	4	2	1	2	0	3	2	0	1	4	4	4	0	0	0	3	2	1	4	0	0	0	0	4	3	0	0	0	1	0	4	0	3	4	0	0	3	0	0	0	0	0	0	1	4	0	4	4	2	3	4	4	1	3	0	0	1	4	2	0	1	4	4	0	4	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample_id	CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS74726977ST-3-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS51667829ST-4-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS44676181ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS08668806ST-3-0	CCIS50369211ST-20-0	CCIS87167916ST-4-0	CCIS94496512ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS24898163ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS25399172ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS83445808ST-4-0	CCIS37250421ST-4-0	CCIS35092938ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS48507077ST-4-0	CCIS32105356ST-4-0	CCIS81710917ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS44743950ST-4-0	CCIS10793554ST-4-0	CCIS59132091ST-4-0	CCIS96387239ST-4-0	CCIS82146115ST-4-0	CCIS31434951ST-20-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS41806458ST-4-0	CCIS53557295ST-4-0	CCIS47284573ST-4-0	CCIS76563044ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS55531770ST-4-0	CCIS70398272ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS59903910ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS22906510ST-20-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS48579360ST-4-0	CCIS46467422ST-4-0	CCIS54027808ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
UNMAPPED	0.589839018573821	0.714215698342397	0.781867353064297	0.611571318417511	0.655659617529272	0.477217097641216	0.71777147872312	0.437982676191875	0.539744298431058	0.850192813636203	0.553078729055175	0.373167907362222	0.728792936547812	0.496137085053349	0.716578208089283	0.671632292395384	0.574961635922418	0.400245926718773	0.613078349685528	0.440421960704403	0.562312020987133	0.680392246243504	0.484981110279196	0.700351580376805	0.373909244786085	0.20426098917934	0.592959160725198	0.416088373466476	0.805980788365198	0.358421416899856	0.382238687504965	0.543776453186827	0.466753961853195	0.409424590534117	0.701908655308625	0.4557093578117	0.656948579604265	0.423468954880962	0.678418939254645	0.342755531142545	0.568328815938937	0.512518588401374	0.582300014195938	0.446076644491675	0.663117901525339	0.809482395496226	0.285283568430946	0.406007519153017	0.646508300723099	0.581659178019724	0.706315381197745	0.529956504424629	0.617604223789992	0.408506214353697	0.701252703092864	0.469264747379022	0.685919156216308	0.372841443044452	0.616662151145611	0.525544371097602	0.549314691873663	0.691048070077011	0.679254798611784	0.531454438097633	0.37309681907193	0.489237834341452	0.565989420083968	0.5082622398983	0.466838973181081	0.608085432371433	0.6960076742812	0.568044013026744	0.451256200841188	0.486750883598276	0.594873069927091	0.634482843818612	0.302672733476781	0.530144483522408	0.480028084660983	0.486255146128255	0.552464839600843	0.54092427056978	0.734104412948146	0.358891903876733	0.650553627087039	0.351313486718151	0.803334715280159	0.552669960663594	0.263451797972101	0.528216342801557	0.711024212869193	0.678425072475711	0.542946687108181	0.687280538854931	0.725830444175289	0.446336148660358	0.427449422688286	0.41213140551916	0.349300091797346	0.221953175162796	0.607693954831815	0.478178266581962	0.340472315159352	0.421810520237289	0.65571063474557	0.207746391266126	0.498310609361183	0.419857891272242	0.563126459885799	0.238009002282363	0.466145365836708	0.415344554313653	0.515642260588257	0.487853253484216	0.441173645003372	0.661978546432866	0.463670773921534	0.675602384558269	0.649168968340637	0.537474644529013	0.705381419535091	0.36801332797526	0.593364936718768	0.515233036126793	0.424820386477402	0.52608268673387	0.494937241390861	0.72506419405775	0.424077127719993	0.776104864136468	0.325661743223291	0.308824744105946	0.641249534985877	0.664499316948036	0.675916008855589	0.417060188020945	0.234499947219125	0.643237985360735	0.332215272696519	0.557014804086188	0.537147729463575
Methanoculleus.marisnigri..h.1.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanococcoides.burtonii..h.10.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermococcus.kodakarensis..h.100.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
